timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost,session_id
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,457,407,864,0.0001728,20250413132241
2025-05-01 13:22:41,anthropic/claude-3-opus,96,204,300,0.0045,20250413132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,176,969,1145,0.0005725,20250413132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,95,480,575,0.000345,20250413132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,88,308,396,0.00023759999999999997,20250413132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,472,119,591,0.0001182,20250413132241
2025-05-01 13:22:41,anthropic/claude-3-opus,198,306,504,0.00756,20250412132241
2025-05-01 13:22:41,openai/gpt-4o,438,885,1323,0.006615,20250412132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,178,825,1003,0.00025075000000000005,20250412132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,127,753,880,0.00044,20250412132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,22,345,367,9.175e-05,20250412132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,431,240,671,0.002013,20250412132241
2025-05-01 13:22:41,openai/gpt-4o,168,970,1138,0.005690000000000001,20250412132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,456,149,605,0.00012100000000000001,20250412132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,164,189,353,7.060000000000001e-05,20250412132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,30,543,573,0.00011460000000000001,20250412132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,142,267,409,0.0002045,20250411132241
2025-05-01 13:22:41,anthropic/claude-3-opus,201,867,1068,0.01602,20250411132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,141,590,731,0.0001462,20250411132241
2025-05-01 13:22:41,anthropic/claude-3-opus,102,631,733,0.010995,20250411132241
2025-05-01 13:22:41,openai/gpt-4o,476,889,1365,0.006825,20250411132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,170,305,475,0.00011875000000000001,20250411132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,276,392,668,0.00016700000000000002,20250411132241
2025-05-01 13:22:41,openai/gpt-4o,80,770,850,0.00425,20250411132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,393,678,1071,0.003213,20250411132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,397,559,956,0.0001912,20250411132241
2025-05-01 13:22:41,anthropic/claude-3-opus,417,223,640,0.0096,20250410132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,60,942,1002,0.000501,20250410132241
2025-05-01 13:22:41,anthropic/claude-3-opus,238,625,863,0.012945,20250410132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,389,470,859,0.00021475,20250410132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,182,728,910,0.00273,20250410132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,451,513,964,0.0001928,20250410132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,48,440,488,0.000122,20250410132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,26,927,953,0.00023825000000000002,20250410132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,46,653,699,0.00034950000000000004,20250410132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,69,371,440,0.00026399999999999997,20250410132241
2025-05-01 13:22:41,openai/gpt-4o,260,614,874,0.00437,20250409132241
2025-05-01 13:22:41,anthropic/claude-3-opus,171,817,988,0.01482,20250409132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,12,973,985,0.00019700000000000002,20250409132241
2025-05-01 13:22:41,openai/gpt-4o,333,99,432,0.00216,20250409132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,454,178,632,0.0001264,20250409132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,131,591,722,0.000361,20250409132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,473,553,1026,0.0006155999999999999,20250409132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,179,384,563,0.0002815,20250409132241
2025-05-01 13:22:41,anthropic/claude-3-opus,435,395,830,0.01245,20250409132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,309,156,465,0.00027899999999999995,20250409132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,421,745,1166,0.0002915,20250408132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,110,917,1027,0.003081,20250408132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,496,295,791,0.0001582,20250408132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,349,448,797,0.00019925000000000002,20250408132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,71,209,280,0.0008399999999999999,20250408132241
2025-05-01 13:22:41,openai/gpt-4o,290,471,761,0.0038050000000000002,20250408132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,431,792,1223,0.003669,20250408132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,247,761,1008,0.000504,20250408132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,204,428,632,0.0018960000000000001,20250408132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,247,302,549,0.00013725,20250408132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,451,262,713,0.0021390000000000003,20250407132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,50,385,435,0.0002175,20250407132241
2025-05-01 13:22:41,anthropic/claude-3-opus,167,151,318,0.00477,20250407132241
2025-05-01 13:22:41,openai/gpt-4o,63,958,1021,0.005105,20250407132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,464,889,1353,0.00033825,20250407132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,478,421,899,0.002697,20250407132241
2025-05-01 13:22:41,openai/gpt-4o,481,179,660,0.0033000000000000004,20250407132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,468,467,935,0.000187,20250407132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,122,788,910,0.000182,20250407132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,32,275,307,0.000921,20250407132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,132,484,616,0.001848,20250406132241
2025-05-01 13:22:41,openai/gpt-4o,69,379,448,0.0022400000000000002,20250406132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,441,351,792,0.00047519999999999995,20250406132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,129,495,624,0.000312,20250406132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,169,361,530,0.0001325,20250406132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,207,413,620,0.00031,20250406132241
2025-05-01 13:22:41,anthropic/claude-3-opus,41,686,727,0.010905,20250406132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,354,472,826,0.0004955999999999999,20250406132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,173,826,999,0.0005993999999999999,20250406132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,189,419,608,0.0003648,20250406132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,273,829,1102,0.003306,20250405132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,367,157,524,0.00031439999999999994,20250405132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,417,623,1040,0.00020800000000000001,20250405132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,20,141,161,8.05e-05,20250405132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,479,851,1330,0.000665,20250405132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,134,894,1028,0.0006167999999999999,20250405132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,201,279,480,0.0014399999999999999,20250405132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,479,992,1471,0.0008826,20250405132241
2025-05-01 13:22:41,openai/gpt-4o,405,651,1056,0.00528,20250405132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,482,488,970,0.0005819999999999999,20250405132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,28,470,498,0.000249,20250404132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,318,805,1123,0.00028075,20250404132241
2025-05-01 13:22:41,openai/gpt-4o,110,92,202,0.00101,20250404132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,468,822,1290,0.00387,20250404132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,147,516,663,0.00016575000000000002,20250404132241
2025-05-01 13:22:41,anthropic/claude-3-opus,198,875,1073,0.016094999999999998,20250404132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,190,906,1096,0.0005480000000000001,20250404132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,409,709,1118,0.0002795,20250404132241
2025-05-01 13:22:41,openai/gpt-4o,88,667,755,0.0037749999999999997,20250404132241
2025-05-01 13:22:41,openai/gpt-4o,221,139,360,0.0018,20250404132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,90,587,677,0.00016925000000000002,20250403132241
2025-05-01 13:22:41,anthropic/claude-3-opus,442,783,1225,0.018375,20250403132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,180,104,284,0.000142,20250403132241
2025-05-01 13:22:41,openai/gpt-4o,438,388,826,0.00413,20250403132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,288,723,1011,0.003033,20250403132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,158,467,625,0.000125,20250403132241
2025-05-01 13:22:41,anthropic/claude-3-opus,453,827,1280,0.0192,20250403132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,420,255,675,0.000405,20250403132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,322,184,506,0.0001265,20250403132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,161,68,229,0.000687,20250403132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,224,180,404,0.000202,20250402132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,92,355,447,0.00011175,20250402132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,150,742,892,0.0005351999999999999,20250402132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,224,607,831,0.00020775,20250402132241
